TractId,State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
1089002722,Alabama,Madison County,2864,1367,1497,1.7,86.0,5.5,1.6,4.8,0.0,2280,92887.0,11270.0,46637.0,4615.0,2.3,0.0,63.7,9.9,21.8,0.8,3.7,91.4,5.3,0.0,0.0,0.0,3.3,19.6,1421,75.7,19.4,3.7,1.3,2.9
1089002801,Alabama,Madison County,4253,1849,2404,2.9,79.1,12.0,0.0,2.3,0.0,3391,50591.0,6997.0,32834.0,4150.0,20.6,50.0,48.9,8.1,27.5,6.3,9.2,92.7,4.4,0.0,1.1,0.0,1.8,17.7,2032,82.9,13.8,3.2,0.0,5.8
1089002802,Alabama,Madison County,6982,3552,3430,1.3,84.7,6.0,0.4,3.4,0.0,5407,65797.0,4874.0,36036.0,4165.0,6.9,7.1,46.0,19.2,19.3,4.8,10.8,95.2,3.2,0.5,0.5,0.3,0.4,23.3,3452,73.1,22.0,4.8,0.0,2.5
1089002911,Alabama,Madison County,4335,2156,2179,6.1,81.7,6.5,0.2,3.6,0.0,3273,81563.0,11906.0,38220.0,2831.0,1.9,2.2,55.9,12.3,20.5,7.3,4.0,89.5,7.0,0.0,0.0,0.7,2.8,19.9,1995,75.8,18.8,5.1,0.4,2.1
1089002912,Alabama,Madison County,2317,1162,1155,3.8,87.6,1.7,0.4,3.0,0.5,1823,97264.0,5315.0,44397.0,3609.0,2.3,3.1,60.2,10.0,21.3,1.5,7.0,87.9,3.3,0.0,0.5,2.1,6.2,19.6,1162,72.8,20.2,6.5,0.5,4.5
1089002921,Alabama,Madison County,6406,3008,3398,0.4,81.4,8.3,0.2,7.4,0.0,4443,59595.0,7720.0,35824.0,7608.0,16.3,21.8,45.6,21.7,15.0,5.5,12.2,89.4,7.1,0.0,0.5,0.7,2.3,19.1,2930,80.3,15.7,4.1,0.0,5.8
1089002922,Alabama,Madison County,3866,1790,2076,4.0,85.7,2.2,0.2,4.1,0.0,3219,96563.0,11853.0,48379.0,3589.0,2.1,3.9,67.2,10.5,15.4,1.6,5.2,90.9,6.4,0.0,0.5,0.0,2.2,21.8,2098,73.2,24.1,2.7,0.0,5.1
1089003000,Alabama,Madison County,2749,1286,1463,8.1,50.3,39.1,0.5,1.7,0.0,1992,20938.0,4961.0,15625.0,3704.0,45.5,71.5,10.8,43.1,23.7,10.3,12.1,80.4,9.3,0.0,0.0,8.8,1.5,14.0,1185,85.8,8.5,5.7,0.0,14.3
1089003100,Alabama,Madison County,4761,3113,1648,2.6,62.1,32.6,0.4,0.6,0.2,4235,48583.0,11704.0,31156.0,4558.0,28.0,49.9,60.3,12.1,22.2,3.6,1.8,88.3,2.4,0.0,3.3,0.0,5.9,13.5,841,83.4,11.5,5.1,0.0,6.7
1089010100,Alabama,Madison County,9505,4676,4829,1.7,76.1,12.4,1.9,1.2,0.9,7408,63528.0,8416.0,30982.0,3076.0,13.1,12.0,40.9,14.7,19.9,11.0,13.5,85.8,7.3,0.0,1.7,0.0,5.2,28.2,4592,64.0,26.1,9.5,0.4,6.5
1089010200,Alabama,Madison County,5817,2846,2971,0.8,84.8,10.5,0.6,0.3,0.0,4346,66250.0,10282.0,33003.0,4202.0,5.3,6.8,40.2,9.1,26.6,12.8,11.3,90.1,3.8,0.0,0.0,0.0,6.1,25.1,2923,75.0,18.5,6.6,0.0,2.7
1089010301,Alabama,Madison County,7697,3809,3888,0.2,86.2,8.9,0.8,1.5,0.0,6080,45634.0,7957.0,24258.0,2270.0,13.0,16.3,32.6,18.6,21.6,13.2,14.0,89.1,6.7,0.0,1.0,0.4,2.8,27.9,3728,71.4,22.9,5.3,0.5,4.9
1089010302,Alabama,Madison County,4079,1855,2224,2.3,78.3,14.0,3.1,0.8,0.0,2997,50895.0,4422.0,25323.0,2664.0,10.7,10.4,33.3,19.0,26.8,9.9,11.0,86.8,4.8,0.0,1.7,2.6,4.0,31.5,1841,69.8,20.5,9.1,0.7,5.2
1089010401,Alabama,Madison County,5936,3247,2689,6.9,81.3,6.7,1.9,0.2,0.0,4669,47951.0,15833.0,25550.0,2837.0,8.8,8.4,26.8,12.0,24.1,18.7,18.3,94.1,4.1,0.0,0.0,1.1,0.7,29.6,3338,79.5,14.9,5.5,0.0,6.2
1089010402,Alabama,Madison County,6179,3069,3110,3.1,71.5,19.1,1.8,0.1,0.0,4758,51664.0,6015.0,31592.0,4888.0,11.2,17.5,37.5,12.0,23.9,7.3,19.4,89.4,3.4,0.0,0.8,1.5,4.9,29.1,2872,80.1,16.5,3.4,0.0,11.4
1089010501,Alabama,Madison County,12821,6638,6183,3.6,64.2,28.1,0.3,0.6,0.0,9066,88362.0,11173.0,34643.0,4610.0,5.4,7.2,49.5,16.4,17.8,6.0,10.2,89.8,5.9,0.0,0.0,1.9,2.3,26.8,6731,78.5,17.2,4.2,0.0,5.3
1089010502,Alabama,Madison County,3533,1667,1866,1.5,54.0,41.3,0.2,0.5,0.0,2586,57416.0,11647.0,25214.0,3037.0,18.3,35.3,29.2,22.0,25.8,10.3,12.7,93.5,5.1,0.0,0.0,0.0,1.4,26.5,1737,64.8,28.5,6.7,0.0,7.5
1089010612,Alabama,Madison County,5711,2496,3215,1.5,64.8,30.3,0.0,1.7,0.5,4309,72273.0,11049.0,32775.0,2717.0,2.7,1.4,48.8,9.6,27.0,5.5,9.1,89.6,6.2,0.0,0.0,0.3,3.9,25.9,2935,77.4,19.8,2.8,0.0,4.9
1089010621,Alabama,Madison County,7389,3591,3798,3.8,63.9,25.2,0.4,2.2,0.0,5493,115653.0,7884.0,50710.0,6368.0,2.6,5.2,70.7,4.8,15.9,1.4,7.2,87.6,7.9,0.0,0.9,1.2,2.5,20.5,3915,72.4,26.5,1.1,0.0,2.1
1089010622,Alabama,Madison County,10623,4863,5760,1.6,43.9,47.3,0.0,2.8,0.0,8754,38158.0,5844.0,31517.0,4615.0,27.8,47.9,51.7,19.6,22.5,0.9,5.3,88.3,3.3,0.0,3.1,1.6,3.7,15.2,5949,80.0,13.5,5.4,1.1,7.8
1089010623,Alabama,Madison County,6807,3411,3396,7.8,70.5,13.5,0.0,4.3,0.0,4779,105972.0,11752.0,40573.0,3316.0,1.2,0.0,57.4,11.5,20.8,1.9,8.4,89.8,6.7,0.0,0.4,1.6,1.6,22.2,3510,66.3,31.3,2.0,0.5,4.6
1089010624,Alabama,Madison County,8349,4228,4121,3.9,72.2,17.0,1.2,3.6,0.0,5880,88311.0,7222.0,33883.0,3221.0,4.5,6.5,56.6,11.4,22.5,3.4,6.2,88.1,5.5,0.0,0.0,1.1,5.3,24.9,4157,74.4,22.0,3.3,0.3,3.2
1089010701,Alabama,Madison County,9155,4621,4534,5.4,64.3,19.8,2.3,2.5,0.0,6762,72938.0,9057.0,35998.0,6330.0,7.1,5.5,47.6,16.4,21.2,8.6,6.2,84.7,8.8,0.0,0.0,2.5,4.1,22.1,4581,74.6,17.8,7.6,0.0,8.7
1089010702,Alabama,Madison County,8622,3720,4902,8.7,58.5,27.3,0.8,0.4,0.0,6534,64931.0,6171.0,28078.0,2378.0,14.6,30.9,29.7,21.9,22.8,8.2,17.4,83.9,12.3,1.1,0.0,0.9,1.8,21.6,4136,71.7,23.2,5.1,0.0,5.5
1089010800,Alabama,Madison County,10135,4962,5173,1.8,81.7,11.4,1.0,1.5,0.0,7667,87536.0,10938.0,36677.0,4733.0,4.9,3.5,53.5,11.0,20.1,8.7,6.8,89.4,6.4,0.0,0.0,0.0,4.3,22.8,4991,74.2,19.1,5.6,1.0,4.0
1089010901,Alabama,Madison County,14881,7513,7368,1.3,92.0,3.3,0.3,1.9,0.2,10431,113725.0,9192.0,56438.0,6832.0,1.9,0.7,67.9,8.3,14.9,2.6,6.2,91.6,2.0,0.0,0.3,0.4,5.8,24.4,6531,73.5,22.6,3.9,0.0,3.2
1089010902,Alabama,Madison County,3189,1667,1522,0.6,83.6,9.5,1.0,1.0,0.0,2501,48889.0,6792.0,24549.0,3003.0,17.6,21.2,35.6,17.3,14.5,13.1,19.4,88.9,8.3,0.5,0.0,0.5,1.8,29.1,1245,80.6,14.5,4.2,0.7,10.6
1089011011,Alabama,Madison County,9373,4515,4858,3.7,75.6,10.4,0.6,7.3,0.2,6463,115801.0,5336.0,41310.0,2956.0,4.2,2.3,65.8,9.1,17.1,2.6,5.4,90.2,2.0,0.0,0.0,3.0,4.9,21.4,4486,70.7,25.6,3.7,0.0,4.5
1089011012,Alabama,Madison County,6078,3401,2677,4.4,83.5,4.1,1.6,4.5,0.0,4879,133906.0,20557.0,67834.0,11244.0,5.8,5.1,61.6,8.7,17.1,5.7,6.9,96.3,1.9,0.0,0.0,0.4,1.5,19.7,3074,80.6,17.3,2.0,0.0,6.0
1089011013,Alabama,Madison County,5260,2405,2855,3.7,71.3,16.0,0.2,1.3,0.0,3946,80019.0,4615.0,37140.0,3331.0,3.4,4.4,50.7,8.1,18.6,5.5,17.2,86.9,4.5,0.0,0.3,0.3,7.9,17.8,2673,78.2,18.3,3.5,0.0,4.8
1089011014,Alabama,Madison County,8992,4558,4434,5.5,60.8,19.9,0.1,10.1,0.0,6358,110893.0,9344.0,48545.0,5583.0,6.6,8.9,59.2,12.8,11.7,3.5,12.7,91.4,5.8,0.0,0.4,0.0,2.4,20.7,4666,72.0,24.1,3.5,0.3,5.8
1089011021,Alabama,Madison County,5205,2432,2773,2.4,58.1,31.5,0.9,3.4,0.0,4047,57589.0,3876.0,35096.0,7275.0,9.8,18.2,52.6,10.6,24.6,4.8,7.4,92.5,3.9,0.0,0.6,1.8,1.3,18.9,2861,85.0,12.1,2.9,0.0,6.5
1089011022,Alabama,Madison County,7491,3623,3868,9.2,61.6,18.5,0.5,5.1,0.0,5480,53525.0,10844.0,33971.0,3217.0,12.8,22.0,47.6,14.9,25.9,3.9,7.7,88.9,3.5,0.0,1.2,2.1,4.3,18.3,4343,76.6,20.3,3.1,0.0,2.9
1089011100,Alabama,Madison County,1488,956,532,8.9,53.4,31.0,0.6,2.5,0.0,1112,76750.0,9883.0,29885.0,4444.0,5.9,6.7,45.2,3.0,28.7,12.4,10.7,64.1,1.3,0.0,2.1,0.0,32.5,10.1,394,56.9,41.9,1.3,0.0,14.7
1089011200,Alabama,Madison County,11948,5656,6292,4.4,58.8,26.9,0.0,5.1,0.0,9193,88217.0,15729.0,42787.0,4143.0,6.9,7.8,61.7,7.9,18.4,2.4,9.5,91.7,6.3,0.0,0.2,0.0,1.8,21.9,6880,71.3,27.4,1.4,0.0,5.1
1089011300,Alabama,Madison County,6413,3160,3253,1.2,89.2,1.6,0.6,3.8,0.0,5103,63885.0,12600.0,33106.0,3105.0,7.8,12.0,44.0,12.6,24.1,9.5,9.9,82.6,10.2,0.0,1.5,1.5,4.2,26.8,2931,61.3,28.8,9.8,0.1,6.2
1089011400,Alabama,Madison County,4263,2087,2176,0.4,95.8,0.2,0.7,0.0,0.0,3290,50488.0,7532.0,24499.0,2595.0,14.8,25.6,32.1,19.8,20.9,11.5,15.7,88.9,7.5,0.0,0.3,1.5,1.9,30.3,1886,68.4,20.3,10.8,0.5,5.4
1091972900,Alabama,Marengo County,4732,1822,2910,0.9,27.2,71.9,0.0,0.0,0.0,3349,19675.0,3481.0,14977.0,2315.0,38.6,57.5,24.8,25.6,25.7,7.8,16.0,87.8,7.2,0.0,0.0,5.0,0.0,16.5,1435,79.4,19.0,1.6,0.0,15.7
1091973000,Alabama,Marengo County,4189,2094,2095,0.2,51.7,47.8,0.0,0.0,0.0,3565,34353.0,6797.0,33488.0,13227.0,23.4,50.8,27.6,10.5,19.1,12.6,30.3,88.5,5.2,0.0,3.0,0.3,3.0,34.5,1330,77.9,13.8,8.3,0.0,23.7
1091973100,Alabama,Marengo County,1648,848,800,2.1,40.5,55.3,0.7,0.0,0.0,1326,21951.0,5531.0,17331.0,4148.0,40.6,54.9,27.4,26.6,15.1,21.6,9.3,84.0,2.4,0.0,3.0,1.1,9.5,30.9,537,54.0,28.9,7.1,10.1,10.2
1091973200,Alabama,Marengo County,2542,1202,1340,0.0,33.6,66.0,0.0,0.0,0.0,1948,34281.0,8517.0,21225.0,5138.0,26.1,23.2,18.3,25.8,16.6,8.9,30.4,86.0,4.1,0.0,2.4,6.1,1.5,28.5,807,78.1,19.0,3.0,0.0,5.5
1091973300,Alabama,Marengo County,2335,1161,1174,0.0,49.2,50.5,0.0,0.0,0.0,1605,34605.0,3901.0,16587.0,3808.0,24.4,29.7,35.2,11.5,14.7,12.0,26.7,83.5,14.5,0.0,1.3,0.3,0.3,27.8,619,82.1,15.5,2.3,0.2,5.1
1091973400,Alabama,Marengo County,4297,2108,2189,0.0,64.7,35.3,0.0,0.0,0.0,3338,60833.0,13345.0,28300.0,3962.0,7.8,5.5,38.3,12.5,22.5,11.4,15.3,91.1,3.6,0.0,0.0,1.0,4.2,22.7,1917,81.1,14.4,4.5,0.0,7.4
1093964000,Alabama,Marion County,4355,2105,2250,0.0,97.9,0.0,1.5,0.0,0.0,3376,30327.0,4367.0,17230.0,2314.0,22.2,33.5,19.9,17.7,17.7,8.8,35.8,86.7,9.7,0.0,0.3,1.3,2.0,21.3,1720,74.9,16.3,8.8,0.0,5.8
1093964100,Alabama,Marion County,2580,1208,1372,0.5,97.6,0.0,0.3,0.3,0.0,2013,31480.0,2931.0,18917.0,2095.0,19.0,24.7,25.2,15.6,24.9,17.9,16.4,85.0,10.6,0.0,0.0,3.6,0.8,22.4,997,72.3,18.1,8.6,1.0,6.6
1093964200,Alabama,Marion County,1482,867,615,0.0,96.2,3.2,0.0,0.3,0.0,1190,36875.0,10195.0,30788.0,13088.0,13.0,6.5,13.8,12.1,23.9,19.4,30.8,75.7,17.6,0.0,0.0,6.2,0.5,26.6,587,75.5,13.5,7.0,4.1,1.0
1093964300,Alabama,Marion County,5052,2354,2698,8.3,82.9,5.2,0.9,1.0,0.0,3629,45257.0,4342.0,22831.0,3212.0,14.3,19.6,30.4,12.6,22.7,9.9,24.4,83.8,13.4,0.0,0.7,0.0,2.1,23.4,2023,77.2,19.5,3.3,0.0,5.2
1093964400,Alabama,Marion County,5405,2683,2722,0.9,90.3,4.9,0.0,0.0,0.0,4520,35858.0,4252.0,22378.0,3462.0,15.2,28.4,25.0,20.8,29.2,7.8,17.2,86.3,9.6,0.0,0.0,1.2,2.9,22.2,2106,76.4,18.1,5.5,0.0,4.8
1093964500,Alabama,Marion County,2361,1170,1191,1.1,98.2,0.0,0.0,0.0,0.0,1934,37614.0,4230.0,19487.0,2766.0,13.1,16.0,15.5,20.6,21.0,21.2,21.7,76.4,12.4,0.0,2.4,1.6,7.2,27.8,925,83.1,7.2,9.2,0.4,4.5
1093964600,Alabama,Marion County,3407,1658,1749,1.0,88.7,7.3,0.4,0.0,0.0,2720,28679.0,5494.0,19016.0,2220.0,31.6,38.3,24.5,15.3,26.4,10.8,23.0,93.6,2.0,0.4,0.4,0.8,2.9,19.6,1324,81.5,13.3,5.2,0.0,10.4
1093964700,Alabama,Marion County,5416,2835,2581,3.7,92.8,2.6,0.0,0.6,0.0,4143,40938.0,10257.0,25805.0,2988.0,13.0,17.2,34.4,15.0,22.8,10.4,17.4,86.1,9.6,0.0,0.8,1.9,1.6,25.3,2217,79.5,14.3,5.7,0.5,4.1
1095030100,Alabama,Marshall County,3160,1511,1649,7.0,89.7,0.0,0.0,0.0,0.0,2483,33901.0,4639.0,18511.0,3578.0,33.7,58.5,25.3,28.5,10.0,13.2,23.1,83.3,12.6,0.0,2.3,0.0,1.9,28.8,1370,68.0,24.6,7.4,0.0,7.9
1095030201,Alabama,Marshall County,5203,2389,2814,1.1,92.6,1.1,1.0,0.0,0.0,4108,41611.0,6631.0,20841.0,2755.0,14.1,28.5,17.1,22.3,25.4,12.1,23.2,80.1,9.2,1.6,5.8,0.0,3.2,33.4,2196,74.3,14.4,11.2,0.0,7.8
1095030202,Alabama,Marshall County,4560,2399,2161,0.0,98.4,0.1,0.0,0.0,0.0,3797,47049.0,6509.0,35229.0,5916.0,8.2,6.1,34.1,8.5,16.0,16.3,25.2,79.5,16.3,0.0,1.0,0.0,3.2,38.1,1703,78.0,15.9,6.2,0.0,11.3
1095030300,Alabama,Marshall County,6779,3729,3050,0.5,95.4,0.5,0.1,1.4,0.0,5479,57639.0,11046.0,27873.0,3145.0,6.3,6.8,36.4,18.8,19.6,12.4,12.8,93.4,5.1,0.0,0.0,0.0,1.5,28.5,2977,74.5,17.3,8.2,0.0,4.8
1095030401,Alabama,Marshall County,4505,2041,2464,1.4,94.5,0.8,0.8,0.3,0.0,3569,43326.0,3143.0,24580.0,2087.0,20.5,33.7,33.3,11.2,27.7,12.2,15.7,86.1,8.9,0.4,0.4,1.3,2.8,29.7,1826,76.3,15.2,6.9,1.5,8.4
1095030402,Alabama,Marshall County,3430,1750,1680,4.3,92.0,0.2,0.4,2.3,0.0,2520,62542.0,6870.0,29457.0,3389.0,9.0,13.9,43.2,16.6,22.0,9.1,9.1,87.7,7.3,0.1,0.3,0.3,4.2,30.8,1495,77.4,18.3,4.2,0.1,7.8
1095030500,Alabama,Marshall County,7270,3704,3566,1.3,96.1,0.5,0.3,0.7,0.0,5598,41313.0,1944.0,22794.0,2786.0,15.5,22.2,27.3,19.3,28.8,11.4,13.2,87.7,7.2,0.0,1.2,0.7,3.1,23.6,2917,76.4,14.5,9.0,0.1,6.4
1095030600,Alabama,Marshall County,6324,3074,3250,3.2,86.4,6.9,2.1,0.4,0.0,4956,41883.0,3779.0,30542.0,4775.0,21.9,34.7,31.4,21.1,22.5,11.5,13.5,82.0,9.8,0.5,1.0,0.6,6.1,21.7,2617,75.1,15.3,9.6,0.0,5.7
1095030701,Alabama,Marshall County,3541,1657,1884,9.2,74.0,13.3,0.7,1.2,0.0,2432,40605.0,9552.0,26138.0,4008.0,29.8,52.8,36.1,11.0,22.1,5.6,25.2,82.4,10.9,1.6,1.3,0.9,2.9,19.4,1400,81.1,11.3,6.9,0.7,6.0
1095030702,Alabama,Marshall County,3654,1649,2005,2.4,86.2,4.4,0.6,1.6,0.0,2895,37878.0,6978.0,22668.0,1847.0,13.7,17.5,34.9,14.0,14.4,16.4,20.4,80.2,12.8,0.0,1.8,0.1,5.0,24.5,1449,78.7,11.9,9.2,0.1,8.6
1095030801,Alabama,Marshall County,5614,2706,2908,24.8,71.9,1.8,0.0,0.0,0.0,3325,37676.0,6236.0,20584.0,3082.0,30.6,47.4,29.7,9.5,21.3,11.3,28.3,88.1,11.1,0.0,0.0,0.0,0.8,21.9,2185,82.6,9.1,8.3,0.0,2.9
1095030802,Alabama,Marshall County,7919,3880,4039,44.9,50.1,2.2,0.1,1.5,0.6,3764,30889.0,2963.0,16257.0,2733.0,41.1,64.0,18.2,18.6,17.0,17.9,28.2,83.4,15.3,0.0,0.3,0.1,0.9,17.7,3267,84.0,11.2,4.7,0.1,2.3
1095030902,Alabama,Marshall County,4175,2091,2084,12.7,85.7,0.7,0.2,0.2,0.0,3032,51266.0,6172.0,28389.0,6155.0,16.5,19.8,30.7,18.2,27.7,10.1,13.3,90.0,6.4,0.0,0.0,0.3,3.4,15.1,1812,72.4,19.5,8.1,0.0,2.9
1095030903,Alabama,Marshall County,5740,3024,2716,26.0,67.4,5.8,0.0,0.0,0.0,3297,32014.0,7968.0,15842.0,1874.0,21.2,36.3,13.0,10.1,31.1,17.9,27.9,82.8,13.5,1.4,1.2,0.2,0.8,18.0,2257,92.1,2.7,5.3,0.0,4.1
1095030904,Alabama,Marshall County,5657,2658,2999,25.7,73.5,0.1,0.0,0.0,0.0,3415,41276.0,4352.0,16747.0,1450.0,20.1,30.1,26.1,12.0,22.1,11.1,28.8,83.4,13.8,0.0,1.8,0.7,0.2,23.1,2222,83.5,13.2,2.6,0.7,7.1
1095031000,Alabama,Marshall County,5701,2914,2787,13.1,84.1,0.0,2.0,0.0,0.0,3954,37719.0,5348.0,19680.0,2738.0,24.8,41.3,26.2,14.2,16.8,12.5,30.4,90.0,7.8,0.0,0.6,0.4,1.1,24.3,2367,78.3,12.2,9.5,0.0,10.1
1095031100,Alabama,Marshall County,5471,2789,2682,26.7,68.3,3.6,0.0,0.1,0.0,3084,33007.0,9651.0,16102.0,2097.0,29.5,30.7,30.5,12.5,17.4,13.3,26.2,78.3,16.9,0.0,4.3,0.5,0.0,20.4,2090,87.4,8.3,4.4,0.0,9.2
1095031200,Alabama,Marshall County,6035,2806,3229,12.0,84.5,0.1,0.0,0.6,0.0,4069,41972.0,4676.0,23222.0,4572.0,15.9,24.0,30.2,10.2,29.3,18.1,12.2,81.9,11.3,0.0,1.4,1.2,4.1,18.6,2306,80.2,13.6,6.2,0.0,7.8
1097000200,Alabama,Mobile County,1391,625,766,0.9,46.6,48.6,0.0,1.9,0.0,1266,28417.0,14868.0,30218.0,7258.0,32.2,64.8,37.3,25.3,23.9,5.5,8.1,86.7,0.0,0.9,11.5,0.0,0.9,20.9,566,72.4,21.2,6.4,0.0,7.7
1097000401,Alabama,Mobile County,1230,567,663,0.0,0.0,99.3,0.0,0.7,0.0,916,22679.0,8393.0,13550.0,2237.0,41.0,64.9,13.3,49.7,20.6,4.3,12.0,81.7,2.2,7.0,3.9,3.3,2.0,26.4,465,88.6,8.8,2.6,0.0,4.3
1097000402,Alabama,Mobile County,789,296,493,0.0,0.0,100.0,0.0,0.0,0.0,454,17759.0,1974.0,10838.0,1996.0,35.0,34.6,14.9,21.8,60.8,1.6,0.9,79.4,11.4,5.1,0.9,3.2,0.0,19.9,316,98.1,1.9,0.0,0.0,1.9
1097000500,Alabama,Mobile County,1791,972,819,0.0,0.3,99.0,0.0,0.0,0.0,1445,23878.0,3294.0,12186.0,2057.0,32.0,34.9,11.8,35.8,19.3,8.4,24.7,72.6,16.8,6.4,1.1,3.0,0.0,27.9,441,73.0,17.2,9.8,0.0,38.1
1097000600,Alabama,Mobile County,1985,811,1174,0.0,4.3,94.6,0.0,0.0,0.0,1454,20956.0,3641.0,15406.0,4100.0,41.1,67.8,21.9,36.7,22.8,10.0,8.6,88.9,3.7,3.9,1.5,2.0,0.0,24.7,548,83.6,13.7,2.7,0.0,13.3
1097000701,Alabama,Mobile County,2392,1157,1235,0.0,0.4,99.6,0.0,0.0,0.0,1835,28929.0,4811.0,13525.0,3101.0,41.3,62.7,8.6,52.0,15.5,10.8,13.1,74.0,14.9,5.2,0.0,2.3,3.5,25.8,766,90.7,5.2,4.0,0.0,10.5
1097000702,Alabama,Mobile County,2377,1047,1330,0.0,0.9,95.4,0.0,0.0,0.0,1954,25852.0,3217.0,14350.0,2333.0,35.1,77.7,23.3,24.0,21.8,1.6,29.2,86.3,6.3,0.0,0.0,0.0,7.5,24.8,674,82.8,12.3,4.9,0.0,19.6
1097000800,Alabama,Mobile County,4950,2334,2616,2.8,5.7,90.4,0.3,0.0,0.0,3669,35313.0,8205.0,18117.0,3619.0,21.9,38.8,30.1,31.5,14.7,0.6,23.1,73.3,20.9,0.0,4.4,0.0,1.4,18.5,1772,78.7,18.8,2.5,0.0,13.3
1097000901,Alabama,Mobile County,1847,925,922,1.9,66.3,31.2,0.0,0.0,0.0,1458,47434.0,17502.0,35157.0,6755.0,20.2,25.2,36.7,22.9,22.6,9.8,8.1,84.5,4.8,0.0,1.9,2.6,6.2,23.6,962,88.4,11.0,0.6,0.0,14.3
1097000902,Alabama,Mobile County,1917,822,1095,2.0,78.6,13.6,0.0,0.4,0.0,1560,56563.0,15956.0,36870.0,5192.0,14.8,16.8,52.5,12.3,22.5,5.4,7.4,90.7,5.3,0.0,0.2,1.2,2.7,20.3,1044,75.7,20.4,3.9,0.0,1.2
1097000903,Alabama,Mobile County,1514,814,700,0.3,48.8,50.2,0.0,0.0,0.0,1113,47542.0,9444.0,25575.0,6020.0,16.1,10.3,31.2,21.9,28.1,2.9,15.9,83.2,9.5,0.0,0.8,1.4,5.1,20.1,629,78.4,15.6,4.9,1.1,7.5
1097001001,Alabama,Mobile County,1663,822,841,2.1,45.8,48.3,0.0,0.0,0.0,1415,28972.0,14244.0,24288.0,3515.0,29.9,51.2,39.7,30.6,14.9,5.7,9.1,66.9,2.6,7.8,6.7,7.0,9.0,22.2,945,78.4,12.6,9.0,0.0,4.0
1097001002,Alabama,Mobile County,1716,706,1010,0.0,54.8,43.3,0.4,0.5,0.0,1375,48350.0,9441.0,34841.0,5075.0,16.0,20.5,47.0,22.9,22.2,2.1,5.9,78.6,5.2,0.0,6.4,4.0,5.8,20.7,866,84.8,12.7,2.1,0.5,2.8
1097001100,Alabama,Mobile County,1912,702,1210,0.0,4.7,93.8,1.2,0.0,0.0,1593,17917.0,3764.0,19917.0,3809.0,27.6,37.3,27.1,34.1,22.1,13.9,2.9,82.0,10.6,1.4,1.7,0.3,3.9,24.2,584,71.2,25.2,3.6,0.0,6.0
1097001200,Alabama,Mobile County,5992,4917,1075,2.8,32.6,63.4,0.7,0.2,0.0,5702,26210.0,2781.0,9615.0,1370.0,34.4,59.1,21.0,39.7,25.2,3.4,10.8,80.5,15.5,2.9,0.0,1.1,0.0,18.8,353,83.0,14.4,2.5,0.0,12.0
1097001302,Alabama,Mobile County,2659,1413,1246,0.0,1.7,97.0,0.0,0.0,0.0,2053,24951.0,10111.0,13682.0,2104.0,24.9,47.5,9.6,41.5,12.6,12.5,23.8,90.1,3.5,2.6,2.1,1.8,0.0,20.5,986,79.4,7.9,12.7,0.0,18.9
1097001400,Alabama,Mobile County,1620,753,867,0.0,1.0,98.7,0.0,0.0,0.3,1317,23710.0,3206.0,16472.0,2600.0,32.0,57.2,19.3,28.7,27.0,10.8,14.2,75.4,9.3,9.2,0.0,0.0,6.1,22.0,641,83.2,14.7,2.2,0.0,19.9
1097001501,Alabama,Mobile County,1447,614,833,0.0,0.3,98.8,0.0,0.0,0.0,1023,16549.0,3160.0,11708.0,2312.0,46.2,74.2,19.5,46.9,15.2,4.8,13.6,80.7,6.5,10.3,0.0,2.6,0.0,23.3,441,83.2,14.7,2.0,0.0,14.2
1097001502,Alabama,Mobile County,1383,499,884,1.4,0.0,98.6,0.0,0.0,0.0,809,11250.0,2993.0,7510.0,1610.0,68.4,78.0,7.2,35.7,28.5,12.0,16.5,86.0,4.3,5.0,0.0,4.7,0.0,19.4,291,83.5,11.7,4.8,0.0,17.8
1097001800,Alabama,Mobile County,2680,1093,1587,5.7,35.5,55.5,0.0,2.9,0.0,1831,32632.0,8942.0,21359.0,7175.0,40.9,65.6,20.0,23.9,23.8,17.7,14.6,94.4,2.3,0.8,0.0,0.0,2.5,22.0,1016,78.2,14.6,7.2,0.0,8.7
1097001901,Alabama,Mobile County,2526,1233,1293,0.4,42.4,53.1,0.0,0.4,0.0,1731,33071.0,11315.0,14782.0,3532.0,41.7,54.6,21.6,26.2,21.6,13.7,16.8,82.7,10.4,0.0,5.5,0.6,0.8,29.6,804,79.5,11.4,8.5,0.6,11.5
1097001902,Alabama,Mobile County,3047,1158,1889,3.3,50.9,44.6,0.0,0.0,0.0,2285,40772.0,15535.0,22831.0,4157.0,33.2,61.8,37.7,23.6,25.9,6.2,6.5,88.0,5.2,0.0,0.0,0.0,6.8,26.0,1191,80.1,15.9,2.8,1.3,6.7
1097002000,Alabama,Mobile County,1588,779,809,2.4,68.3,27.8,0.0,0.9,0.0,1164,65417.0,25985.0,40617.0,7423.0,9.9,26.5,47.4,7.0,29.2,5.6,10.8,85.2,7.3,0.0,0.0,2.4,5.2,20.2,647,90.9,5.1,4.0,0.0,4.4
